AÑO_INFRACCION,MES_INFRACCION,COD_INFRACCION,DESC_INFRACCION,TIPO_INFRACCION,SERVICIO_VEHICULO_INFRACTOR,CLASE_VEHICULO_INFRACTOR,CANTIDAD_INFRACCIONES
2022,5,B04,"Conducir un vehículo con placas adulteradas, retocadas o alteradas",Transito,PARTICULAR,CAMIONETA,3
2022,5,B04,"Conducir un vehículo con placas adulteradas, retocadas o alteradas",Transito,PARTICULAR,MOTOCICLETA,3
2022,5,B04,"Conducir un vehículo con placas adulteradas, retocadas o alteradas",Transito,PUBLICO,AUTOMOVIL,1
2022,5,B04,"Conducir un vehículo con placas adulteradas, retocadas o alteradas",Transito,PUBLICO,CAMION,1
2022,5,B05,"Conducir un vehículo con una sola placa, o sin el permiso vigente expedido por autoridad de tránsito",Transito,PARTICULAR,AUTOMOVIL,1
2022,5,B05,"Conducir un vehículo con una sola placa, o sin el permiso vigente expedido por autoridad de tránsito",Transito,PARTICULAR,CAMIONETA,2
2022,5,B05,"Conducir un vehículo con una sola placa, o sin el permiso vigente expedido por autoridad de tránsito",Transito,PUBLICO,CAMION,1
2022,5,B07,No informar a la autoridad de tránsito competente el cambio de motor o color de un vehículo,Transito,PARTICULAR,AUTOMOVIL,4
2022,5,B07,No informar a la autoridad de tránsito competente el cambio de motor o color de un vehículo,Transito,PARTICULAR,BICICLETA O TRICICLO,1
2022,5,B07,No informar a la autoridad de tránsito competente el cambio de motor o color de un vehículo,Transito,PARTICULAR,CAMIONETA,1
2022,5,B07,No informar a la autoridad de tránsito competente el cambio de motor o color de un vehículo,Transito,PARTICULAR,CAMPERO,1
2022,5,B07,No informar a la autoridad de tránsito competente el cambio de motor o color de un vehículo,Transito,PARTICULAR,MOTOCICLETA,12
2022,5,B14,Remolcar otro vehículo violando lo dispuesto por este código,Transito,PUBLICO,AUTOMOVIL,1
2022,5,B15,Conducir un vehículo de servicio público que no lleve el aviso de tarifas oficiales en condiciones de fácil lectura para los pasajeros o poseer este aviso deteriorado o adulterado,Transito,PUBLICO,AUTOMOVIL,171
2022,5,B15,Conducir un vehículo de servicio público que no lleve el aviso de tarifas oficiales en condiciones de fácil lectura para los pasajeros o poseer este aviso deteriorado o adulterado,Transito,PUBLICO,CAMION,1
2022,5,B15,Conducir un vehículo de servicio público que no lleve el aviso de tarifas oficiales en condiciones de fácil lectura para los pasajeros o poseer este aviso deteriorado o adulterado,Transito,PUBLICO,CAMIONETA,2
2022,5,B19,"Realizar el cargue o descargue de un vehículo en sitios y horas prohibidas por las autoridades competentes, de acuerdo con lo establecido en las normas correspondientes",Transito,PUBLICO,CAMION,3
2022,5,B19,"Realizar el cargue o descargue de un vehículo en sitios y horas prohibidas por las autoridades competentes, de acuerdo con lo establecido en las normas correspondientes",Transito,PUBLICO,TRACTO/CAMION,2
2022,5,B22,Llevar niños menores de diez (10) años en el asiento delantero,Transito,PARTICULAR,CAMIONETA,1
2022,5,C02,Estacionar un vehículo en los sitios prohibidos,Transito,OFICIAL,AUTOMOVIL,1
2022,5,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PARTICULAR,AUTOMOVIL,203
2022,5,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PARTICULAR,CAMIONETA,62
2022,5,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PARTICULAR,CAMPERO,10
2022,5,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PARTICULAR,MOTOCICLETA,64
2022,5,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PUBLICO,AUTOMOVIL,31
2022,5,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PUBLICO,BUS,6
2022,5,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PUBLICO,CAMION,18
2022,5,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PUBLICO,CAMIONETA,6
2022,5,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PUBLICO,CAMPERO,1
2022,5,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PUBLICO,TRACTO/CAMION,20
2022,5,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PARTICULAR,AUTOMOVIL,35
2022,5,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PARTICULAR,CAMION,2
2022,5,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PARTICULAR,CAMIONETA,9
2022,5,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PARTICULAR,CAMPERO,3
2022,5,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PARTICULAR,MOTOCICLETA,5
2022,5,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PARTICULAR,VOLQUETA,1
2022,5,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PUBLICO,AUTOMOVIL,12
2022,5,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PUBLICO,BUS,11
2022,5,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PUBLICO,CAMION,21
2022,5,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PUBLICO,CAMIONETA,13
2022,5,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PUBLICO,MOTOCARRO,1
2022,5,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PUBLICO,TRACTO/CAMION,6
2022,5,C05,No reducir la velocidad a treinta (30) kilómetros por hora en los siguientes casos,Transito,PARTICULAR,AUTOMOVIL,1
2022,5,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PARTICULAR,AUTOMOVIL,62
2022,5,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PARTICULAR,BUSETA,1
2022,5,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PARTICULAR,CAMION,1
2022,5,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PARTICULAR,CAMIONETA,31
2022,5,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PARTICULAR,CAMPERO,2
2022,5,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PARTICULAR,MICROBUS,1
2022,5,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PARTICULAR,MOTOCARRO,1
2022,5,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PARTICULAR,VOLQUETA,4
2022,5,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PUBLICO,AUTOMOVIL,27
2022,5,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PUBLICO,BUSETA,1
2022,5,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PUBLICO,CAMION,21
2022,5,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PUBLICO,CAMIONETA,20
2022,5,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PUBLICO,MICROBUS,1
2022,5,C07,"Dejar de señalizar con las luces direccionales o mediante señales de mano y con la debida anticipación, la maniobra de giro o de cambio de carril",Transito,PARTICULAR,CAMPERO,1
2022,5,C08,Transitar sin los dispositivos luminosos requeridos: no llevar los vehículos de servicio público y oficial no llevar marcado en los costados y en el techo el número de la placa o los demás elementos determinados en el Código,Transito,PARTICULAR,CAMION,3
2022,5,C08,Transitar sin los dispositivos luminosos requeridos: no llevar los vehículos de servicio público y oficial no llevar marcado en los costados y en el techo el número de la placa o los demás elementos determinados en el Código,Transito,PARTICULAR,CAMIONETA,5
2022,5,C08,Transitar sin los dispositivos luminosos requeridos: no llevar los vehículos de servicio público y oficial no llevar marcado en los costados y en el techo el número de la placa o los demás elementos determinados en el Código,Transito,PARTICULAR,MOTOCICLETA,11
2022,5,C08,Transitar sin los dispositivos luminosos requeridos: no llevar los vehículos de servicio público y oficial no llevar marcado en los costados y en el techo el número de la placa o los demás elementos determinados en el Código,Transito,PUBLICO,CAMION,2
2022,5,C08,Transitar sin los dispositivos luminosos requeridos: no llevar los vehículos de servicio público y oficial no llevar marcado en los costados y en el techo el número de la placa o los demás elementos determinados en el Código,Transito,PUBLICO,CAMIONETA,3
2022,5,C10,Conducir un vehículo con una o varias puertas abiertas,Transito,PARTICULAR,AUTOMOVIL,1
2022,5,C10,Conducir un vehículo con una o varias puertas abiertas,Transito,PUBLICO,BUS,1
2022,5,C11,No portar como mínimo el equipo de prevención y seguridad,Transito,PARTICULAR,AUTOMOVIL,4
2022,5,C11,No portar como mínimo el equipo de prevención y seguridad,Transito,PARTICULAR,CAMION,1
2022,5,C11,No portar como mínimo el equipo de prevención y seguridad,Transito,PARTICULAR,CAMIONETA,2
2022,5,C11,No portar como mínimo el equipo de prevención y seguridad,Transito,PUBLICO,AUTOMOVIL,5
2022,5,C11,No portar como mínimo el equipo de prevención y seguridad,Transito,PUBLICO,TRACTO/CAMION,1
2022,5,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,Otros,Otros,3
2022,5,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,OFICIAL,MOTOCICLETA,1
2022,5,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PARTICULAR,AUTOMOVIL,2
2022,5,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PARTICULAR,CAMION,1
2022,5,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PARTICULAR,CAMIONETA,4
2022,5,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PARTICULAR,CAMPERO,1
2022,5,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PARTICULAR,MOTOCARRO,5
2022,5,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PARTICULAR,MOTOCICLETA,1618
2022,5,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PARTICULAR,VOLQUETA,4
2022,5,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PUBLICO,AUTOMOVIL,19
2022,5,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PUBLICO,CAMION,23
2022,5,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PUBLICO,TRACTO/CAMION,3
2022,5,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PUBLICO,VOLQUETA,2
2022,5,C15,"Conducir un vehículo, particular o público, excediendo la capacidad autorizada en la licencia de tránsito o tarjeta de operación",Transito,PARTICULAR,AUTOMOVIL,3
2022,5,C15,"Conducir un vehículo, particular o público, excediendo la capacidad autorizada en la licencia de tránsito o tarjeta de operación",Transito,PARTICULAR,CAMIONETA,1
2022,5,C15,"Conducir un vehículo, particular o público, excediendo la capacidad autorizada en la licencia de tránsito o tarjeta de operación",Transito,PARTICULAR,MOTOCICLETA,38
2022,5,C15,"Conducir un vehículo, particular o público, excediendo la capacidad autorizada en la licencia de tránsito o tarjeta de operación",Transito,PUBLICO,BUS,3
2022,5,C15,"Conducir un vehículo, particular o público, excediendo la capacidad autorizada en la licencia de tránsito o tarjeta de operación",Transito,PUBLICO,CAMION,1
2022,5,C16,"Conducir un vehículo escolar sin el permiso respectivo o los distintivos reglamentarios,no llevar los colores verde blanco distribuidos a lo largo y ancho de la carrocería,en la parte posterior de ancho en colores amarillo y negro,no llevar la leyenda ESCOLAR,además el vehículo será inmovilización",Transito,PUBLICO,MICROBUS,1
2022,5,C19,"Dejar o recoger pasajeros en sitios distintos de los demarcados por las autoridades, al costado derecho de la vía, salvo en paraderos especiales de vías troncales que sean diseñadas y operadas con destinación exclusiva al transporte público masivo",Transito,PUBLICO,AUTOMOVIL,4
2022,5,C19,"Dejar o recoger pasajeros en sitios distintos de los demarcados por las autoridades, al costado derecho de la vía, salvo en paraderos especiales de vías troncales que sean diseñadas y operadas con destinación exclusiva al transporte público masivo",Transito,PUBLICO,BUS,28
2022,5,C19,"Dejar o recoger pasajeros en sitios distintos de los demarcados por las autoridades, al costado derecho de la vía, salvo en paraderos especiales de vías troncales que sean diseñadas y operadas con destinación exclusiva al transporte público masivo",Transito,PUBLICO,BUSETA,4
2022,5,C19,"Dejar o recoger pasajeros en sitios distintos de los demarcados por las autoridades, al costado derecho de la vía, salvo en paraderos especiales de vías troncales que sean diseñadas y operadas con destinación exclusiva al transporte público masivo",Transito,PUBLICO,CAMION,1
2022,5,C19,"Dejar o recoger pasajeros en sitios distintos de los demarcados por las autoridades, al costado derecho de la vía, salvo en paraderos especiales de vías troncales que sean diseñadas y operadas con destinación exclusiva al transporte público masivo",Transito,PUBLICO,MICROBUS,1
2022,5,C20,"Conducir un vehículo de carga en que se transporten materiales deconstrucción o a granel sin las medidas de protección,higiene y seguridad ordenadas,de manera que cumpla con las medidas de seguridad vial y de normatividad ambiental.Además el vehículo será inmovilización",Transito,PARTICULAR,CAMIONETA,1
2022,5,C20,"Conducir un vehículo de carga en que se transporten materiales deconstrucción o a granel sin las medidas de protección,higiene y seguridad ordenadas,de manera que cumpla con las medidas de seguridad vial y de normatividad ambiental.Además el vehículo será inmovilización",Transito,PUBLICO,VOLQUETA,1
2022,5,C21,"No asegurar la carga para evitar que se caigan en la vía las cosas transportadas. Además, se inmovilizará el vehículo hasta tanto se remedie la situación",Transito,PUBLICO,CAMION,1
2022,5,C22,"Transportar carga de dimensiones superiores a las autorizadas sin cumplir con los requisitos exigidos. Además, el vehículo será inmovilizado hasta que se remedie dicha situación",Transito,PARTICULAR,AUTOMOVIL,2
2022,5,C22,"Transportar carga de dimensiones superiores a las autorizadas sin cumplir con los requisitos exigidos. Además, el vehículo será inmovilizado hasta que se remedie dicha situación",Transito,PARTICULAR,CAMION,1
2022,5,C22,"Transportar carga de dimensiones superiores a las autorizadas sin cumplir con los requisitos exigidos. Además, el vehículo será inmovilizado hasta que se remedie dicha situación",Transito,PARTICULAR,CAMIONETA,5
2022,5,C22,"Transportar carga de dimensiones superiores a las autorizadas sin cumplir con los requisitos exigidos. Además, el vehículo será inmovilizado hasta que se remedie dicha situación",Transito,PUBLICO,CAMION,4
2022,5,C22,"Transportar carga de dimensiones superiores a las autorizadas sin cumplir con los requisitos exigidos. Además, el vehículo será inmovilizado hasta que se remedie dicha situación",Transito,PUBLICO,CAMIONETA,2
2022,5,C23,"Impartir en vías públicas al público enseñanza práctica para conducir, sin estar autorizado para ello",Transito,PARTICULAR,MOTOCICLETA,1
2022,5,C24,Conducir motocicleta sin observar las siguientes normas,Transito,Otros,Otros,2
2022,5,C24,Conducir motocicleta sin observar las siguientes normas,Transito,OFICIAL,MOTOCICLETA,4
2022,5,C24,Conducir motocicleta sin observar las siguientes normas,Transito,PARTICULAR,AUTOMOVIL,2
2022,5,C24,Conducir motocicleta sin observar las siguientes normas,Transito,PARTICULAR,CAMIONETA,1
2022,5,C24,Conducir motocicleta sin observar las siguientes normas,Transito,PARTICULAR,MOTOCARRO,5
2022,5,C24,Conducir motocicleta sin observar las siguientes normas,Transito,PARTICULAR,MOTOCICLETA,1009
2022,5,C27,"Conducir un vehículo cuya carga o pasajeros obstruyan la visibilidad del conductor hacia el frente, atrás o costados, o impidan el control sobre el sistema de dirección, frenos o seguridad. Además el vehículo será inmovilizado",Transito,PARTICULAR,CAMIONETA,1
2022,5,C27,"Conducir un vehículo cuya carga o pasajeros obstruyan la visibilidad del conductor hacia el frente, atrás o costados, o impidan el control sobre el sistema de dirección, frenos o seguridad. Además el vehículo será inmovilizado",Transito,PARTICULAR,MOTOCICLETA,3
2022,5,C28,"Hacer uso de sirenas,luces intermitentes,o de alta intensidad y aparatos similares,los cuales están reservados a los vehículos de bomberos,ambulancias,recolectores de basura,socorro,emergencia,fuerzas militares,policía y autoridades de tránsito y transporte",Transito,PARTICULAR,AUTOMOVIL,2
2022,5,C28,"Hacer uso de sirenas,luces intermitentes,o de alta intensidad y aparatos similares,los cuales están reservados a los vehículos de bomberos,ambulancias,recolectores de basura,socorro,emergencia,fuerzas militares,policía y autoridades de tránsito y transporte",Transito,PARTICULAR,MOTOCICLETA,1
2022,5,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,OFICIAL,MOTOCICLETA,2
2022,5,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PARTICULAR,AUTOMOVIL,96
2022,5,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PARTICULAR,CAMION,1
2022,5,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PARTICULAR,CAMIONETA,19
2022,5,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PARTICULAR,CAMPERO,8
2022,5,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PARTICULAR,MOTOCARRO,1
2022,5,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PARTICULAR,MOTOCICLETA,283
2022,5,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PARTICULAR,VOLQUETA,1
2022,5,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PUBLICO,AUTOMOVIL,65
2022,5,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PUBLICO,BUS,5
2022,5,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PUBLICO,BUSETA,1
2022,5,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PUBLICO,CAMION,11
2022,5,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PUBLICO,CAMIONETA,5
2022,5,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PUBLICO,TRACTO/CAMION,5
2022,5,C32,No respetar el paso de peatones que cruzan una vía en sitio permitido para ellos o no darles la prelación en las franjas para ello establecidas,Transito,PARTICULAR,AUTOMOVIL,1
2022,5,C32,No respetar el paso de peatones que cruzan una vía en sitio permitido para ellos o no darles la prelación en las franjas para ello establecidas,Transito,PARTICULAR,MOTOCICLETA,1
2022,5,C33,Poner un vehículo en marcha sin las precauciones para evitar choques,Transito,PARTICULAR,AUTOMOVIL,2
2022,5,C33,Poner un vehículo en marcha sin las precauciones para evitar choques,Transito,PARTICULAR,MOTOCICLETA,2
2022,5,C33,Poner un vehículo en marcha sin las precauciones para evitar choques,Transito,PARTICULAR,TRACTO/CAMION,1
2022,5,C33,Poner un vehículo en marcha sin las precauciones para evitar choques,Transito,PUBLICO,AUTOMOVIL,1
2022,5,C33,Poner un vehículo en marcha sin las precauciones para evitar choques,Transito,PUBLICO,BUS,2
2022,5,C33,Poner un vehículo en marcha sin las precauciones para evitar choques,Transito,PUBLICO,BUSETA,1
2022,5,C33,Poner un vehículo en marcha sin las precauciones para evitar choques,Transito,PUBLICO,CAMION,2
2022,5,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,Otros,Otros,4
2022,5,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,OFICIAL,CAMPERO,1
2022,5,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,OFICIAL,MOTOCICLETA,2
2022,5,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PARTICULAR,AUTOMOVIL,59
2022,5,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PARTICULAR,CAMION,9
2022,5,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PARTICULAR,CAMIONETA,33
2022,5,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PARTICULAR,CAMPERO,5
2022,5,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PARTICULAR,MICROBUS,2
2022,5,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PARTICULAR,MOTOCARRO,10
2022,5,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PARTICULAR,MOTOCICLETA,1246
2022,5,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PARTICULAR,VOLQUETA,1
2022,5,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PUBLICO,AUTOMOVIL,31
2022,5,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PUBLICO,BUS,1
2022,5,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PUBLICO,BUSETA,2
2022,5,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PUBLICO,CAMION,15
2022,5,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PUBLICO,CAMIONETA,8
2022,5,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PUBLICO,MICROBUS,1
2022,5,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PUBLICO,TRACTO/CAMION,2
2022,5,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PUBLICO,VOLQUETA,2
2022,5,C37,"Transportar pasajeros en el platón de una camioneta picó o en la plataforma de un vehículo de carga, trátese de furgón o plataforma de estacas",Transito,PARTICULAR,CAMION,1
2022,5,C37,"Transportar pasajeros en el platón de una camioneta picó o en la plataforma de un vehículo de carga, trátese de furgón o plataforma de estacas",Transito,PARTICULAR,CAMIONETA,3
2022,5,C37,"Transportar pasajeros en el platón de una camioneta picó o en la plataforma de un vehículo de carga, trátese de furgón o plataforma de estacas",Transito,PUBLICO,CAMION,2
2022,5,C37,"Transportar pasajeros en el platón de una camioneta picó o en la plataforma de un vehículo de carga, trátese de furgón o plataforma de estacas",Transito,PUBLICO,CAMIONETA,2
2022,5,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PARTICULAR,AUTOMOVIL,44
2022,5,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PARTICULAR,CAMION,1
2022,5,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PARTICULAR,CAMIONETA,14
2022,5,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PARTICULAR,CAMPERO,4
